Link,Location Name,Host Name,Address,Phone Number,Web Site,Review Count
https://thevendry.com/venue/22523/utsav-indian-bar-grill-new-york-ny,Utsav Indian Bar & Grill ,,"1185 6th Avenue, New York, NY",,,0
https://thevendry.com/venue/151031/veranda-new-york-ny,Veranda ,,"23 Grand Street, New York, NY",,,0
https://thevendry.com/venue/43574/talias-steakhouse-bar-new-york-ny,Talia's Steakhouse & Bar ,,"668 Amsterdam Avenue, New York, NY",,,0
https://thevendry.com/venue/27743/lume-studios-new-york-ny,LUME Studios ,,"393 Broadway, New York, NY",,,0
https://thevendry.com/venue/155512/city-vineyard-new-york-ny,City Vineyard ,,"233 West Street, New York, NY",,,0
https://thevendry.com/venue/122394/museum-of-arts-design-new-york-ny,Museum of Arts & Design ,,"2 Columbus Circle, New York, NY",,,0
https://thevendry.com/venue/25159/helen-mills-event-space-and-theater-new-york-ny,Helen Mills Event Space and Theater ,,"137 West 26th Street, New York, NY",,,0
https://thevendry.com/venue/5451/de-kalb-market-hall-brooklyn-ny,DeKalb Market Hall ,,"445 Albee Square West, Brooklyn, NY",,,0
https://thevendry.com/venue/26727/kyma-flatiron-new-york-ny,KYMA FLATIRON ,,"15 West 18th Street, New York, NY",,,0
https://thevendry.com/venue/122690/lucky-strike-new-york-new-york-ny,Lucky Strike New York ,,"624-660 West 42nd Street, New York, NY",,,0
https://thevendry.com/venue/40434/villa-barone-manor-the-bronx-ny,Villa Barone Manor ,,"737 Throggs Neck Expressway, The Bronx, NY",,,0
https://thevendry.com/venue/97117/le-fanfare-brooklyn-ny,Le Fanfare ,,"1103 Manhattan Avenue, Brooklyn, NY",,,0
https://thevendry.com/venue/110502/the-river-cafe-brooklyn-ny,The River Cafe ,,"1 Water Street, Brooklyn, NY",,,0
https://thevendry.com/venue/119845/dear-irving-on-hudson-new-york-ny,Dear Irving on Hudson ,,"310 West 40th Street, New York, NY",,,0
https://thevendry.com/venue/122106/intrepid-sea-air-space-museum-new-york-ny,"Intrepid Sea, Air, & Space Museum ",,"580 12th Avenue, New York, NY",,,0
https://thevendry.com/venue/122372/the-mc-kittrick-hotel-new-york-ny,The McKittrick Hotel ,,"530 West 27th Street, New York, NY",,,0
https://thevendry.com/venue/26538/my-moon-bar-restaurant-brooklyn-ny,MyMoon Bar & Restaurant ,,"184 North 10th Street, Brooklyn, NY",,,0
https://thevendry.com/venue/23436/the-penrose-new-york-ny,The Penrose ,,"1590 2nd Avenue, New York, NY",,,0
https://thevendry.com/venue/40354/david-h-koch-theater-new-york-ny,David H. Koch Theater ,,"20 Lincoln Center Plaza, New York, NY",,,0
https://thevendry.com/venue/52260/four-seasons-hotel-new-york-new-york-ny,Four Seasons Hotel New York ,,"57 West 57th Street, New York, NY",,,0
https://thevendry.com/venue/55514/lincoln-ristorante-new-york-ny,Lincoln Ristorante ,,"142 West 65th Street, New York, NY",,,0
https://thevendry.com/venue/152630/american-cut-new-york-ny,American Cut ,,"363 Greenwich Street, New York, NY",,,0
https://thevendry.com/venue/155356/temple-court-new-york-ny,Temple Court ,,"5 Beekman Street, New York, NY",,,0
https://thevendry.com/venue/157244/the-kitano-new-york-new-york-ny,The Kitano New York ,,"66 East 38th Street, New York, NY",,,0
https://thevendry.com/venue/157387/pendry-manhattan-west-new-york-ny,Pendry Manhattan West ,,"438 West 33rd Street, New York, NY",,,0
https://thevendry.com/venue/156169/metropolitan-pavilion-new-york-ny,Metropolitan Pavilion ,,"125 West 18th Street, New York, NY",,,0
https://thevendry.com/venue/27012/the-green-building-brooklyn-ny,The Green Building ,,"452 Union Street, Brooklyn, NY",,,0
https://thevendry.com/venue/85004/the-astor-house-new-york-ny,The Astor House ,,"130 East 80th Street, New York, NY",,,0
https://thevendry.com/venue/52946/route-66-smokehouse-new-york-ny,Route 66 Smokehouse ,,"46 Stone Street, New York, NY",,,0
https://thevendry.com/venue/27040/s-pi-n-new-york-new-york-ny,SPiN New York ,,"48 East 23rd Street, New York, NY",,,0
https://thevendry.com/venue/26547/feinsteins-54-below-new-york-ny,Feinstein's/54 Below ,,"254 West 54th Street, New York, NY",,,0
https://thevendry.com/venue/89750/parkside-lounge-new-york-ny,Parkside Lounge ,,"317 East Houston Street, New York, NY",,,0
https://thevendry.com/venue/20998/brooklyn-crab-brooklyn-ny,Brooklyn Crab ,,"24 Reed Street, Brooklyn, NY",,,0
https://thevendry.com/venue/24904/the-milling-room-new-york-ny,The Milling Room ,,"446 Columbus Avenue, New York, NY",,,0
https://thevendry.com/venue/40286/roulette-intermedium-brooklyn-ny,Roulette Intermedium ,,"509 Atlantic Avenue, Brooklyn, NY",,,0
https://thevendry.com/venue/22108/tijuana-picnic-new-york-ny,Tijuana Picnic ,,"151 Essex Street, New York, NY",,,0
https://thevendry.com/venue/96725/sunday-in-brooklyn-brooklyn-ny,Sunday In Brooklyn ,,"348 Wythe Avenue, Brooklyn, NY",,,0
https://thevendry.com/venue/27288/the-smith-lincoln-square-new-york-ny,The Smith Lincoln Square ,,"1900 Broadway, New York, NY",,,0
https://thevendry.com/venue/25101/bobby-vans-steakhouse-new-york-ny,Bobby Van's Steakhouse ,,"25 Broad Street, New York, NY",,,0
https://thevendry.com/venue/43647/vinegar-hill-house-brooklyn-ny,Vinegar Hill House ,,"72 Hudson Avenue, Brooklyn, NY",,,0
https://thevendry.com/venue/96935/pennsylvania-6-new-york-ny,Pennsylvania 6 ,,"132 West 31st Street, New York, NY",,,0
https://thevendry.com/venue/115669/tonys-di-napoli-upper-east-side-new-york-ny,Tony's Di Napoli Upper East Side ,,"1081 3rd Avenue, New York, NY",,,0
https://thevendry.com/venue/115919/el-rio-grande-new-york-ny,El Rio Grande ,,"160 East 38th Street, New York, NY",,,0
https://thevendry.com/venue/116291/tonys-di-napoli-times-square-new-york-ny,Tony's Di Napoli Times Square ,,"147 West 43rd Street, New York, NY",,,0
https://thevendry.com/venue/20953/hortus-nyc-new-york-ny,Hortus NYC ,,"271 5th Avenue, New York, NY",,,0
https://thevendry.com/venue/28258/randalls-island-park-new-york-ny,Randall's Island Park ,,"20 Randalls Island Park, New York, NY",,,0
https://thevendry.com/venue/157052/the-well-new-york-new-york-ny,The Well New York ,,"2 East 15th Street, New York, NY",,,0
https://thevendry.com/venue/23678/the-happiest-hour-new-york-ny,The Happiest Hour ,,"121 West 10th Street, New York, NY",,,0
https://thevendry.com/venue/24735/212-steakhouse-new-york-ny,212 Steakhouse ,,"316 East 53rd Street, New York, NY",,,0
https://thevendry.com/venue/3890/urban-cowboy-brooklyn-brooklyn-ny,Urban Cowboy Brooklyn ,,"111 Powers St, Brooklyn, NY",,,0
https://thevendry.com/venue/24319/pioneer-works-center-for-art-and-innovation-brooklyn-ny,Pioneer Works Center for Art and Innovation ,,"159 Pioneer Street, Brooklyn, NY",,,0
https://thevendry.com/venue/25230/clinton-hall-williamsburg-brooklyn-ny,Clinton Hall Williamsburg ,,"247 Metropolitan Avenue, Brooklyn, NY",,,0
https://thevendry.com/venue/27936/slate-nyc-new-york-ny,Slate NYC ,,"54 West 21st Street, New York, NY",,,0
https://thevendry.com/venue/122681/the-grand-tier-at-the-metropolitan-opera-house-new-york-ny,The Grand Tier at the Metropolitan Opera House ,,"30 Lincoln Center Plaza, New York, NY",,,0
https://thevendry.com/venue/143756/hyatt-grand-central-new-york-ny,Hyatt Grand Central ,,"109 East 42nd Street, New York, NY",,,0
https://thevendry.com/venue/157366/kind-regards-nyc-new-york-ny,Kind Regards NYC ,,"152 Ludlow Street, New York, NY",,,0
https://thevendry.com/venue/85176/exploratorium-san-francisco-ca,Exploratorium ,,"Ferry Plaza, San Francisco, CA",,,0
https://thevendry.com/venue/26223/the-box-sf-san-francisco-ca,The Box SF ,,"1069 Howard Street, San Francisco, CA",,,0
https://thevendry.com/venue/22329/dogpatch-studios-san-francisco-ca,Dogpatch Studios ,,"991 Tennessee Street, San Francisco, CA",,,0
https://thevendry.com/venue/22369/chambers-eat-drink-san-francisco-ca,Chambers Eat + Drink ,,"601 Eddy Street, San Francisco, CA",,,0
https://thevendry.com/venue/157533/phantom-sf-san-francisco-ca,Phantom SF ,,"2495 3rd Street, San Francisco, CA",,,0
https://thevendry.com/venue/24337/king-george-hotel-san-francisco-ca,King George Hotel ,,"334 Mason Street, San Francisco, CA",,,0
https://thevendry.com/venue/26609/temple-sf-san-francisco-ca,Temple SF ,,"540 Howard Street, San Francisco, CA",,,0
https://thevendry.com/venue/21368/school-night-san-francisco-ca,School Night ,,"601 19th Street, San Francisco, CA",,,0
https://thevendry.com/venue/23755/the-china-cabin-belvedere-ca,The China Cabin ,,"52 Beach Road, Belvedere, CA",,,0
https://thevendry.com/venue/31776/spark-arts-san-francisco-ca,Spark Arts ,,"4229 18th Street, San Francisco, CA",,,0
https://thevendry.com/venue/157534/punch-line-san-francisco-san-francisco-ca,Punch Line San Francisco ,,"444 Battery Street, San Francisco, CA",,,0
https://thevendry.com/venue/114247/presidio-social-club-san-francisco-ca,Presidio Social Club ,,"563 Ruger Street, San Francisco, CA",,,0
https://thevendry.com/venue/118971/seven-stills-of-sf-brewery-and-distillery-san-francisco-ca,Seven Stills of SF - Brewery and Distillery ,,"100 Hooper Street, San Francisco, CA",,,0
https://thevendry.com/venue/122841/pier-35-san-francisco-ca,Pier 35 ,,"1454 The Embarcadero, San Francisco, CA",,,0
https://thevendry.com/venue/157523/pier-29-san-francisco-ca,Pier 29 ,,"The Embarcadero, San Francisco, CA",,,0
https://thevendry.com/venue/23093/asian-art-museum-san-francisco-ca,Asian Art Museum  ,,"200 Larkin Street, San Francisco, CA",,,0
https://thevendry.com/venue/23128/park-chalet-san-francisco-ca,Park Chalet ,,"1000 Great Highway, San Francisco, CA",,,0
https://thevendry.com/venue/79603/the-newhall-nest-san-francisco-ca,The Newhall Nest ,,"260 California Street, San Francisco, CA",,,0
https://thevendry.com/venue/119475/omni-hotels-resorts-san-francisco-san-francisco-ca,Omni Hotels & Resorts San Francisco  ,,"500 California Street, San Francisco, CA",,,0
https://thevendry.com/venue/157583/island-farm-emeryville-ca,Island Farm ,,"1350 Park Avenue, Emeryville, CA",,,0
https://thevendry.com/venue/119475/beach-chalet-san-francisco-ca,Beach Chalet ,,"1000 Great Highway, San Francisco, CA",,,0
https://thevendry.com/venue/117227/cindys-rooftop-chicago-il,Cindy's Rooftop ,,"12 South Michigan Avenue, Chicago, IL",,,0
https://thevendry.com/venue/96755/the-chicago-firehouse-restaurant-chicago-il,The Chicago Firehouse Restaurant ,,"1401 South Michigan Avenue, Chicago, IL",,,0
https://thevendry.com/venue/25963/blvd-steakhouse-chicago-il,BLVD Steakhouse ,,"817 West Lake Street, Chicago, IL",,,0
https://thevendry.com/venue/23252/cira-chicago-chicago-il,Cira Chicago ,,"200 North Green Street, Chicago, IL",,,0
https://thevendry.com/venue/21671/siena-tavern-chicago-il,Siena Tavern ,,"51 West Kinzie Street, Chicago, IL",,,0
https://thevendry.com/venue/23030/avec-west-loop-chicago-il,avec West Loop ,,"615 West Randolph Street, Chicago, IL",,,0
https://thevendry.com/venue/42401/gt-prime-steakhouse-chicago-il,GT Prime Steakhouse ,,"707 North Wells Street, Chicago, IL",,,0
https://thevendry.com/venue/119041/smyth-and-the-loyalist-chicago-il,Smyth and The Loyalist ,,"177 North Ada Street, Chicago, IL",,,0
https://thevendry.com/venue/151137/gibsons-italia-chicago-il,Gibsons Italia ,,"233 North Canal Street, Chicago, IL",,,0
https://thevendry.com/venue/142162/academy-la-los-angeles-ca,Academy LA ,,"6021 Hollywood Boulevard, Los Angeles, CA",,,0
https://thevendry.com/venue/20547/the-rose-bowl-stadium-pasadena-ca,The Rose Bowl Stadium ,,"1001 Rose Bowl Drive, Pasadena, CA",,,0
https://thevendry.com/venue/82203/whimsy-pasadena-pasadena-ca,Whimsy Pasadena ,,"40 Mills Place, Pasadena, CA",,,0
https://thevendry.com/venue/122548/hangar-21-fullerton-ca,Hangar 21 ,,"3815 West Commonwealth Avenue, Fullerton, CA",,,0
https://thevendry.com/venue/122727/south-coast-botanic-garden-palos-verdes-estates-ca,South Coast Botanic Garden ,,"26300 Crenshaw Boulevard, Palos Verdes Estates, CA",,,0
https://thevendry.com/venue/157687/porsche-experience-center-la-carson-ca,Porsche Experience Center LA ,,"19800 South Main Street, Carson, CA",,,0
https://thevendry.com/venue/157665/the-hoxton-downtown-la-los-angeles-ca,"The Hoxton, Downtown LA ",,"1060 South Broadway, Los Angeles, CA",,,0
https://thevendry.com/venue/88163/the-novo-los-angeles-ca,The Novo ,,"800 West Olympic Boulevard, Los Angeles, CA",,,0
https://thevendry.com/venue/28201/hilton-checkers-los-angeles-los-angeles-ca,Hilton Checkers Los Angeles ,,"535 South Grand Avenue, Los Angeles, CA",,,0
https://thevendry.com/venue/157663/restaurant-917-carson-ca,Restaurant 917 ,,"19800 South Main Street, Carson, CA",,,0
https://thevendry.com/venue/157671/the-arbor-by-about-thyme-burbank-ca,The Arbor by About Thyme ,,"275 West Valencia Avenue, Burbank, CA",,,0
https://thevendry.com/venue/118987/loews-hollywood-hotel-los-angeles-ca,Loews Hollywood Hotel ,,"1755 North Highland Avenue, Los Angeles, CA",,,0
https://thevendry.com/venue/154308/graduate-roosevelt-island-new-york-ny,Graduate Roosevelt Island ,,"22 North Loop Road, New York, NY",,,0
https://thevendry.com/venue/27036/library-hotel-new-york-ny,Library Hotel ,,"299 Madison Avenue, New York, NY",,,0
https://thevendry.com/venue/157748/observatory-williamsburg-brooklyn-ny,OBSERVATORY Williamsburg ,,"136 Jackson Street, Brooklyn, NY",,,0
https://thevendry.com/venue/157711/one-19-wine-bar-food-new-york-ny,One19 Wine Bar + Food ,,"119 Essex Street, New York, NY",,,0
https://thevendry.com/venue/19607/the-park-lane-hotel-new-york-ny,The Park Lane Hotel ,,"36 Central Park South, New York, NY",,,0
https://thevendry.com/venue/119840/loews-regency-new-york-new-york-ny,Loews Regency New York ,,"540 Park Avenue, New York, NY",,,0
https://thevendry.com/venue/23178/hotel-belleclaire-new-york-ny,Hotel Belleclaire ,,"250 West 77th Street, New York, NY",,,0
https://thevendry.com/venue/97088/the-benjamin-new-york-ny,The Benjamin ,,"125 East 50th Street, New York, NY",,,0
https://thevendry.com/venue/157727/the-ravel-hotel-queens-ny,The Ravel Hotel ,,"8-08 Queens Plaza South, Queens, NY",,,0
https://thevendry.com/venue/67607/lotos-club-new-york-ny,Lotos Club ,,"5 East 66th Street, New York, NY",,,0
https://thevendry.com/venue/157766/sofitel-new-york-new-york-ny,Sofitel New York ,,"45 West 44th Street, New York, NY",,,0
https://thevendry.com/venue/157703/hard-rock-hotel-nyc-new-york-ny,Hard Rock Hotel NYC ,,"159 West 48th Street, New York, NY",,,0
https://thevendry.com/venue/121988/the-shelburne-nyc-new-york-ny,The Shelburne NYC ,,"303 Lexington Avenue, New York, NY",,,0
https://thevendry.com/venue/157674/daphne-new-york-ny,Daphne ,,"50 Bowery, New York, NY",,,0
https://thevendry.com/venue/122572/the-algonquin-hotel-times-square-new-york-ny,The Algonquin Hotel Times Square ,,"59 West 44th Street, New York, NY",,,0
https://thevendry.com/venue/89151/valbella-at-the-park-new-york-ny,Valbella at the Park ,,"126 West 42nd Street, New York, NY",,,0
https://thevendry.com/venue/157681/pebble-bar-new-york-ny,Pebble Bar ,,"67 West 49th Street, New York, NY",,,0
https://thevendry.com/venue/97109/the-bronx-brewery-empanology-the-bronx-ny,The Bronx Brewery & Empanology ,,"856 East 136th Street, The Bronx, NY",,,0
https://thevendry.com/venue/122590/the-metropolitan-museum-of-art-new-york-ny,The Metropolitan Museum of Art ,,"1000 5th Avenue, New York, NY",,,0
https://thevendry.com/venue/150478/grand-hyatt-new-york-new-york-ny,Grand Hyatt New York ,,"109 East 42nd Street, New York, NY",,,0
https://thevendry.com/venue/43304/kimpton-muse-hotel-new-york-ny,Kimpton Muse Hotel ,,"130 West 46th Street, New York, NY",,,0
https://thevendry.com/venue/157677/hyatt-place-new-york-chelsea-new-york-ny,Hyatt Place New York Chelsea ,,"140 West 24th Street, New York, NY",,,0
https://thevendry.com/venue/157700/tlk-new-york-ny,tlk ,,"58 3rd Avenue, New York, NY",,,0
https://thevendry.com/venue/157701/baazi-new-york-ny,BAAZI ,,"2588 Broadway, New York, NY",,,0
https://thevendry.com/venue/157706/the-bronx-brewery-east-village-bastard-burgers-new-york-ny,The Bronx Brewery East Village & Bastard Burgers ,,"64 2nd Avenue, New York, NY",,,0
https://thevendry.com/venue/157709/macchina-brooklyn-ny,Macchina ,,"110 Bedford Avenue, Brooklyn, NY",,,0
https://thevendry.com/venue/157713/vinyl-steakhouse-new-york-ny,Vinyl Steakhouse ,,"35 West 19th Street, New York, NY",,,0
https://thevendry.com/venue/140115/the-library-sf-san-francisco-ca,The Library SF ,,"2395 Sacramento Street, San Francisco, CA",,,0
